Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskScore,RiskLevel
45,No,Travel_Rarely,Research & Development,16,5,Medical,2,Male,Manager,3,Single,5567,3,No,3,3,28,6,2,26,9,5,13,39.0,Medium
23,No,Travel_Frequently,Sales,7,3,Medical,1,Female,Sales Representative,1,Single,13165,2,No,3,1,25,3,2,23,4,6,17,61.3,High
38,No,Travel_Rarely,Research & Development,7,5,Other,2,Male,Research Director,2,Divorced,1708,0,No,3,2,14,3,1,12,12,12,12,26.5,Low
45,No,Travel_Rarely,Research & Development,18,3,Life Sciences,4,Male,Manager,1,Married,5883,1,No,3,0,28,5,1,25,9,13,12,62.4,High
57,No,Travel_Frequently,Research & Development,18,3,Life Sciences,4,Male,Research Scientist,4,Divorced,3218,8,Yes,3,1,29,5,2,28,9,3,0,45.1,Medium
18,No,Travel_Frequently,Sales,2,3,Medical,4,Female,Manager,3,Married,2792,0,No,3,0,30,0,4,27,6,8,5,22.2,Low
53,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Male,Research Scientist,1,Divorced,3735,8,Yes,3,1,28,6,1,27,17,13,13,73.2,High
38,No,Travel_Rarely,Sales,14,1,Other,2,Male,Sales Executive,4,Married,5078,6,No,3,0,10,4,2,7,0,10,7,36.8,Medium
60,No,Travel_Frequently,Research & Development,18,1,Medical,3,Male,Healthcare Representative,3,Married,5215,1,No,3,2,25,4,3,22,6,3,12,20.4,Low
52,No,Travel_Rarely,Research & Development,29,1,Medical,3,Male,Research Scientist,2,Married,1977,1,No,3,1,31,5,3,28,0,10,12,38.3,Medium
30,No,Travel_Rarely,Sales,9,2,Technical Degree,3,Male,Manager,1,Married,3552,4,No,3,2,8,0,4,4,4,9,4,35.4,Medium
27,No,Travel_Rarely,Research & Development,14,4,Medical,2,Male,Research Director,3,Divorced,5818,4,No,3,2,9,0,3,6,3,1,5,23.1,Low
27,No,Travel_Rarely,Research & Development,5,4,Medical,3,Female,Manager,3,Married,2903,3,No,3,0,37,0,3,35,19,8,5,32.5,Medium
30,No,Travel_Frequently,Research & Development,11,3,Life Sciences,4,Female,Research Scientist,3,Divorced,2517,9,No,3,1,40,5,2,40,9,3,4,37.3,Medium
54,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Male,Research Director,3,Divorced,1269,9,Yes,3,3,29,4,3,26,8,3,13,37.3,Medium
55,No,Travel_Frequently,Sales,5,1,Life Sciences,1,Female,Sales Representative,1,Single,3301,2,No,3,3,1,0,3,1,1,9,1,47.1,Medium
41,No,Travel_Frequently,Sales,29,4,Marketing,2,Male,Sales Executive,3,Married,2465,3,Yes,3,2,24,5,3,24,13,0,3,51.8,Medium
19,No,Travel_Frequently,Research & Development,11,4,Medical,3,Male,Research Director,4,Single,2723,9,No,3,0,10,1,3,8,8,13,1,49.5,Medium
39,No,Travel_Rarely,Research & Development,5,1,Life Sciences,2,Male,Healthcare Representative,1,Married,4175,3,Yes,3,0,26,1,2,26,0,1,1,67.9,High
34,No,Travel_Frequently,Research & Development,17,2,Medical,3,Male,Manager,3,Married,3429,1,No,3,0,0,2,3,0,0,11,0,32.0,Medium
53,No,Travel_Rarely,Research & Development,22,2,Life Sciences,3,Male,Laboratory Technician,1,Divorced,2441,4,No,3,1,22,1,4,22,6,2,9,36.4,Medium
31,No,Travel_Rarely,Research & Development,4,4,Other,1,Male,Healthcare Representative,4,Single,1380,4,No,3,1,10,3,1,9,9,6,9,35.6,Medium
27,No,Travel_Frequently,Research & Development,15,2,Life Sciences,1,Female,Research Director,4,Single,5892,4,No,3,0,27,2,4,24,19,11,16,37.3,Medium
52,Yes,Travel_Rarely,Research & Development,19,1,Technical Degree,4,Male,Manager,1,Single,7720,9,No,3,3,5,1,1,2,0,8,2,67.0,High
42,No,Travel_Rarely,Research & Development,22,4,Medical,3,Female,Laboratory Technician,3,Married,3873,0,No,3,3,5,3,4,5,5,11,5,19.6,Low
20,No,Travel_Rarely,Research & Development,2,1,Medical,2,Male,Healthcare Representative,3,Divorced,4190,5,No,3,1,7,1,1,5,0,4,5,28.4,Low
55,No,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,Laboratory Technician,4,Divorced,4923,1,No,3,0,2,5,1,1,1,3,1,28.3,Low
34,No,Travel_Rarely,Sales,17,1,Human Resources,1,Male,Manager,3,Married,12673,6,No,3,3,19,6,1,17,15,12,3,56.3,Medium
29,No,Travel_Rarely,Sales,12,2,Life Sciences,3,Male,Sales Representative,4,Divorced,1918,3,No,4,3,24,3,1,22,14,1,13,23.3,Low
41,No,Travel_Rarely,Research & Development,25,2,Medical,2,Female,Research Scientist,3,Married,3832,4,No,3,1,1,0,2,1,1,13,1,43.4,Medium
46,No,Travel_Frequently,Research & Development,24,1,Human Resources,1,Female,Healthcare Representative,4,Single,1749,4,No,3,1,15,5,4,11,11,12,11,32.3,Medium
60,No,Travel_Rarely,Sales,17,2,Other,1,Male,Sales Representative,2,Single,6108,4,Yes,3,3,21,6,1,21,12,11,13,69.9,High
42,No,Travel_Rarely,Sales,10,3,Medical,2,Female,Manager,3,Divorced,4508,1,No,3,0,40,3,4,36,10,13,12,19.3,Low
53,No,Travel_Rarely,Research & Development,28,1,Human Resources,1,Female,Research Director,3,Married,5551,4,No,3,3,20,5,3,19,16,15,13,37.3,Medium
43,No,Travel_Rarely,Sales,25,3,Marketing,2,Female,Sales Representative,3,Married,5387,2,No,3,3,42,0,1,38,16,6,15,41.6,Medium
55,No,Travel_Rarely,Sales,18,1,Life Sciences,3,Male,Sales Representative,1,Married,8905,3,No,3,0,23,3,4,23,1,5,14,52.6,Medium
18,No,Travel_Rarely,Research & Development,19,2,Life Sciences,1,Female,Research Director,3,Married,6787,1,No,4,1,19,3,2,19,12,11,10,42.7,Medium
37,No,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,Manager,1,Divorced,8089,3,No,3,0,2,6,4,0,0,11,0,40.8,Medium
45,No,Non-Travel,Research & Development,13,4,Life Sciences,2,Female,Manager,1,Single,2593,8,No,3,0,0,5,1,0,0,6,0,73.3,High
33,No,Travel_Frequently,Sales,14,4,Marketing,3,Male,Sales Executive,4,Married,10055,7,No,3,0,16,1,3,16,9,7,4,43.1,Medium
34,No,Travel_Rarely,Research & Development,24,3,Medical,3,Male,Research Scientist,1,Single,3186,2,No,4,0,3,3,4,0,0,8,0,58.2,Medium
57,No,Travel_Rarely,Sales,16,2,Life Sciences,3,Male,Manager,1,Single,3298,0,Yes,3,1,32,1,3,29,16,9,5,71.5,High
45,No,Travel_Rarely,Research & Development,18,4,Other,4,Male,Laboratory Technician,2,Married,5782,0,No,3,3,42,3,2,40,14,4,15,30.7,Medium
29,No,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Female,Research Scientist,3,Married,5890,5,No,3,2,6,4,4,2,2,10,2,36.2,Medium
44,No,Travel_Rarely,Research & Development,18,1,Human Resources,2,Male,Research Director,1,Married,2583,2,No,3,1,14,2,4,10,9,4,5,44.6,Medium
59,No,Travel_Frequently,Research & Development,16,4,Human Resources,2,Male,Research Scientist,3,Married,4429,3,No,3,0,26,1,2,23,7,3,12,42.2,Medium
47,Yes,Travel_Rarely,Research & Development,17,3,Other,2,Female,Research Director,1,Married,12003,0,No,3,3,22,1,2,21,12,10,6,42.7,Medium
58,No,Travel_Rarely,Research & Development,7,4,Technical Degree,2,Male,Research Director,4,Married,2036,7,No,3,3,28,6,2,25,17,2,7,20.5,Low
51,No,Travel_Rarely,Sales,12,2,Life Sciences,1,Male,Manager,2,Married,11981,0,No,3,0,13,0,1,12,4,12,11,55.8,Medium
54,No,Travel_Rarely,Research & Development,2,5,Medical,1,Male,Manager,1,Single,4251,4,Yes,3,1,4,4,1,0,0,6,0,74.1,High
23,No,Travel_Rarely,Sales,10,5,Life Sciences,1,Male,Manager,3,Married,1208,5,Yes,3,0,26,0,4,23,16,12,8,56.6,Medium
24,No,Travel_Rarely,Sales,5,2,Life Sciences,3,Male,Manager,4,Married,2164,1,No,3,3,9,4,4,9,9,12,9,16.9,Low
49,No,Travel_Frequently,Human Resources,21,1,Medical,3,Male,Manager,3,Single,2757,6,Yes,3,3,35,4,4,34,19,4,16,45.2,Medium
49,No,Travel_Rarely,Research & Development,3,4,Life Sciences,2,Female,Manager,4,Divorced,3380,6,No,3,1,24,5,3,23,15,6,12,18.2,Low
42,No,Travel_Rarely,Research & Development,19,5,Human Resources,4,Female,Research Director,2,Married,4615,0,No,3,2,28,5,2,27,8,14,15,43.1,Medium
50,No,Travel_Rarely,Research & Development,13,1,Other,2,Male,Research Director,4,Divorced,1000,3,No,3,0,39,5,4,35,1,1,0,13.6,Low
24,No,Travel_Rarely,Research & Development,12,2,Life Sciences,1,Male,Research Scientist,3,Divorced,5497,3,No,3,2,17,3,2,15,4,8,6,30.5,Medium
29,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,Research Scientist,3,Married,2609,4,No,3,3,39,6,1,39,0,8,12,32.6,Medium
33,No,Travel_Rarely,Research & Development,6,2,Medical,3,Female,Manager,1,Married,11319,0,Yes,4,2,18,0,2,15,3,12,13,56.8,Medium
33,No,Non-Travel,Research & Development,14,4,Other,2,Male,Research Director,4,Married,4179,0,No,3,0,17,2,3,16,3,8,16,19.8,Low
60,No,Travel_Frequently,Sales,4,1,Marketing,1,Female,Sales Representative,3,Married,8653,6,No,3,0,18,4,3,14,2,12,14,35.3,Medium
53,No,Travel_Frequently,Research & Development,13,4,Life Sciences,2,Male,Laboratory Technician,1,Divorced,9568,8,Yes,3,3,16,4,2,15,8,12,14,62.2,High
30,No,Travel_Rarely,Sales,19,1,Medical,3,Female,Manager,2,Divorced,9414,0,No,3,1,17,6,3,14,11,4,14,25.4,Low
24,No,Travel_Rarely,Sales,18,2,Medical,4,Male,Sales Executive,3,Single,3498,1,No,3,1,33,1,3,33,9,13,1,48.7,Medium
53,No,Travel_Rarely,Research & Development,29,2,Human Resources,1,Female,Manager,1,Married,3471,5,No,3,3,11,3,1,10,1,9,10,61.5,High
26,No,Travel_Frequently,Sales,3,1,Life Sciences,2,Male,Sales Representative,3,Divorced,4294,5,No,3,0,4,2,4,0,0,11,0,27.3,Low
49,No,Travel_Frequently,Research & Development,20,2,Life Sciences,3,Female,Research Director,4,Married,7199,1,No,4,1,18,5,3,14,9,8,8,24.1,Low
28,No,Travel_Frequently,Human Resources,6,3,Other,1,Male,Manager,1,Divorced,3617,8,No,3,2,27,4,4,25,5,0,5,28.4,Low
25,No,Travel_Rarely,Research & Development,16,3,Other,1,Male,Manager,4,Married,4575,3,No,3,3,7,1,2,3,3,1,3,22.7,Low
50,No,Travel_Frequently,Research & Development,20,4,Other,3,Male,Research Director,2,Married,5791,6,Yes,4,2,6,0,2,4,1,9,4,61.0,High
40,No,Travel_Frequently,Sales,24,3,Medical,2,Female,Sales Executive,4,Married,2855,5,Yes,4,0,34,4,3,34,1,4,7,48.5,Medium
42,No,Travel_Rarely,Research & Development,3,3,Medical,2,Female,Laboratory Technician,1,Married,2749,2,No,3,1,15,1,2,12,9,4,2,40.3,Medium
25,No,Travel_Rarely,Research & Development,12,5,Medical,2,Male,Manager,3,Married,4469,7,No,3,0,11,0,1,9,9,5,9,52.0,Medium
39,No,Travel_Rarely,Human Resources,19,5,Life Sciences,1,Male,Manager,1,Married,4839,6,No,3,2,11,3,3,10,10,13,5,57.2,Medium
21,No,Travel_Rarely,Human Resources,19,5,Medical,4,Male,Human Resources,4,Married,6376,8,Yes,3,0,18,5,3,17,0,7,10,52.0,Medium
57,No,Travel_Rarely,Research & Development,24,5,Life Sciences,1,Female,Manager,4,Married,7354,2,No,3,0,36,6,3,33,7,11,2,34.6,Medium
20,Yes,Non-Travel,Sales,4,2,Life Sciences,2,Female,Sales Representative,3,Single,2541,0,No,3,3,42,0,2,38,15,0,15,31.9,Medium
46,No,Travel_Rarely,Research & Development,1,4,Other,1,Female,Healthcare Representative,2,Single,3019,1,Yes,3,3,41,4,2,40,17,9,5,49.4,Medium
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,Research Scientist,1,Single,2745,0,Yes,3,0,24,2,3,22,12,11,10,67.3,High
46,No,Travel_Rarely,Research & Development,13,3,Other,1,Female,Research Scientist,3,Married,11469,4,No,3,3,9,0,4,6,6,8,6,23.4,Low
51,No,Travel_Rarely,Sales,26,4,Life Sciences,3,Female,Sales Executive,3,Married,4572,9,No,3,0,39,2,2,38,11,3,9,60.0,Medium
51,No,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Female,Healthcare Representative,3,Married,4962,1,No,3,2,6,2,2,2,2,7,2,34.6,Medium
45,No,Travel_Frequently,Research & Development,13,4,Medical,2,Male,Healthcare Representative,1,Single,5088,2,No,3,3,15,0,3,11,9,11,2,46.9,Medium
30,No,Travel_Frequently,Research & Development,2,1,Marketing,2,Female,Research Director,1,Married,3199,7,No,3,0,7,6,4,6,6,14,6,45.5,Medium
32,No,Travel_Frequently,Research & Development,19,1,Medical,1,Male,Laboratory Technician,1,Married,12563,9,No,3,3,28,6,3,25,4,12,8,56.5,Medium
40,No,Travel_Rarely,Sales,22,4,Other,1,Male,Sales Representative,2,Married,6289,4,No,3,0,32,3,2,32,17,11,12,58.1,Medium
43,No,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,Healthcare Representative,3,Married,5032,3,No,3,3,37,6,3,36,18,4,8,32.1,Medium
21,No,Travel_Rarely,Human Resources,16,3,Other,2,Male,Manager,4,Single,2532,4,No,3,1,18,0,3,14,14,0,11,30.8,Medium
43,No,Travel_Rarely,Sales,12,4,Life Sciences,1,Male,Manager,4,Divorced,2447,9,No,3,0,1,6,3,1,1,13,1,33.1,Medium
57,No,Travel_Frequently,Research & Development,1,3,Other,2,Male,Research Director,3,Single,4083,5,No,3,1,43,1,4,40,10,8,4,31.9,Medium
26,Yes,Travel_Rarely,Research & Development,9,5,Life Sciences,1,Male,Manager,4,Married,3229,6,Yes,3,0,10,5,3,6,6,7,5,49.4,Medium
22,No,Travel_Rarely,Research & Development,17,4,Technical Degree,2,Female,Research Director,2,Divorced,2590,8,No,3,1,34,2,2,31,19,4,12,38.5,Medium
49,No,Travel_Rarely,Research & Development,10,2,Medical,3,Male,Laboratory Technician,2,Married,3934,0,No,3,0,4,5,3,3,3,13,3,33.4,Medium
37,No,Travel_Frequently,Research & Development,18,5,Life Sciences,1,Male,Research Director,1,Divorced,4316,3,No,3,3,22,4,4,19,17,14,5,34.4,Medium
28,No,Travel_Rarely,Research & Development,19,4,Other,2,Male,Research Scientist,1,Single,5351,8,No,3,1,39,2,1,35,17,10,13,77.3,High
32,No,Travel_Rarely,Sales,7,1,Life Sciences,3,Female,Sales Representative,1,Married,3632,4,No,3,3,32,4,4,31,9,13,10,41.3,Medium
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,Laboratory Technician,1,Married,2685,7,Yes,3,0,31,1,3,27,1,3,12,72.9,High
45,No,Travel_Rarely,Research & Development,19,1,Technical Degree,4,Male,Manager,1,Single,2741,0,No,3,3,16,1,1,12,8,15,11,50.7,Medium
39,No,Non-Travel,Research & Development,24,1,Life Sciences,1,Female,Healthcare Representative,4,Married,10175,3,No,3,0,0,5,3,0,0,7,0,31.0,Medium
58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,2,Male,Laboratory Technician,4,Married,2319,8,No,3,3,36,1,4,34,18,8,5,25.4,Low
34,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,Healthcare Representative,1,Married,6111,0,No,3,1,32,0,1,29,9,6,8,47.1,Medium
43,Yes,Non-Travel,Research & Development,10,1,Technical Degree,1,Male,Research Director,2,Divorced,6712,0,Yes,3,0,38,2,1,35,3,3,16,40.7,Medium
24,No,Travel_Frequently,Research & Development,23,3,Life Sciences,3,Male,Research Scientist,4,Single,4569,3,No,4,3,24,4,3,24,5,6,15,35.3,Medium
59,No,Travel_Rarely,Research & Development,20,5,Medical,1,Male,Manager,2,Married,14195,2,No,4,0,18,6,3,15,13,5,11,44.4,Medium
43,No,Travel_Frequently,Research & Development,20,2,Marketing,2,Male,Healthcare Representative,2,Married,6641,6,No,3,0,18,5,4,18,3,10,17,42.6,Medium
42,No,Travel_Frequently,Research & Development,4,4,Technical Degree,3,Male,Laboratory Technician,3,Married,14849,2,No,3,0,3,5,3,0,0,11,0,28.2,Low
27,No,Travel_Frequently,Research & Development,6,5,Other,4,Female,Healthcare Representative,3,Married,3325,0,Yes,3,2,7,1,1,4,4,2,2,35.6,Medium
36,No,Non-Travel,Research & Development,4,5,Technical Degree,1,Female,Laboratory Technician,1,Married,3359,9,Yes,4,0,25,1,2,21,6,9,9,66.7,High
28,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,Healthcare Representative,2,Single,6744,1,Yes,3,3,23,4,2,23,16,2,10,54.9,Medium
30,No,Travel_Frequently,Sales,9,5,Medical,4,Male,Sales Representative,4,Married,4201,9,No,3,2,39,2,4,36,18,0,1,28.9,Low
25,No,Travel_Frequently,Research & Development,12,4,Life Sciences,1,Male,Research Director,3,Divorced,13512,3,No,3,3,37,2,3,35,18,13,7,29.6,Low
57,No,Travel_Rarely,Sales,23,5,Marketing,1,Male,Sales Representative,3,Married,6033,0,No,3,2,35,5,4,35,16,12,10,30.9,Medium
21,No,Travel_Rarely,Research & Development,8,4,Human Resources,1,Female,Laboratory Technician,2,Married,2626,0,No,3,0,3,4,2,3,3,4,3,43.0,Medium
48,No,Travel_Rarely,Research & Development,21,4,Marketing,3,Male,Research Scientist,3,Single,1733,7,No,3,1,35,5,2,35,10,7,6,58.8,Medium
45,Yes,Travel_Frequently,Sales,5,1,Life Sciences,3,Female,Sales Representative,3,Single,4689,6,No,3,1,21,6,3,17,15,11,13,43.6,Medium
28,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,Research Scientist,4,Single,4658,7,Yes,3,0,15,3,1,15,7,5,6,75.7,High
60,No,Travel_Rarely,Sales,11,2,Medical,1,Male,Sales Executive,2,Married,5932,3,No,4,2,44,2,3,40,10,7,0,39.3,Medium
18,No,Travel_Rarely,Sales,23,1,Marketing,2,Male,Sales Representative,3,Divorced,10162,5,No,3,3,19,4,2,17,6,6,11,36.5,Medium
55,Yes,Travel_Rarely,Research & Development,11,2,Marketing,3,Male,Research Scientist,2,Married,9390,2,Yes,3,1,22,6,1,21,18,1,0,63.6,High
41,No,Travel_Frequently,Research & Development,13,4,Medical,1,Male,Research Director,3,Single,3472,7,No,3,0,5,4,4,1,1,7,1,43.4,Medium
48,No,Non-Travel,Sales,14,1,Life Sciences,2,Female,Manager,4,Single,2261,3,No,3,0,23,5,2,20,8,3,1,38.1,Medium
58,No,Non-Travel,Research & Development,28,5,Other,1,Male,Research Scientist,2,Married,2343,2,No,3,2,35,1,4,35,3,10,2,33.2,Medium
43,No,Travel_Rarely,Research & Development,8,5,Marketing,1,Male,Manager,3,Married,3158,3,No,3,1,39,4,1,38,14,4,3,42.2,Medium
22,No,Travel_Rarely,Sales,25,2,Life Sciences,4,Female,Manager,4,Married,3944,5,No,3,0,42,5,4,38,12,10,13,35.1,Medium
37,No,Travel_Rarely,Research & Development,18,4,Life Sciences,2,Male,Healthcare Representative,3,Married,5901,6,No,3,1,31,0,2,28,1,12,17,48.0,Medium
58,No,Travel_Rarely,Sales,19,2,Other,3,Female,Sales Executive,2,Married,3039,6,No,3,3,26,1,3,25,1,7,4,36.7,Medium
28,No,Travel_Rarely,Sales,12,3,Other,2,Male,Sales Representative,3,Single,5815,3,No,4,0,22,1,4,20,15,4,14,40.8,Medium
50,No,Travel_Frequently,Research & Development,12,5,Life Sciences,2,Male,Research Scientist,2,Single,6107,7,Yes,3,0,20,2,2,16,8,4,15,76.8,High
55,No,Non-Travel,Research & Development,18,1,Life Sciences,2,Female,Manager,2,Single,5356,6,No,3,3,19,3,2,15,12,15,7,53.1,Medium
44,No,Travel_Frequently,Research & Development,10,1,Life Sciences,4,Female,Manager,3,Single,2496,1,No,3,0,32,2,1,30,2,5,7,46.4,Medium
51,No,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Male,Laboratory Technician,4,Single,6507,7,No,3,2,12,0,2,8,8,14,6,44.2,Medium
32,No,Travel_Rarely,Human Resources,28,5,Medical,3,Male,Manager,1,Married,17133,8,No,3,3,30,5,3,30,12,15,5,66.1,High
49,No,Non-Travel,Research & Development,18,4,Medical,4,Female,Manager,4,Married,5696,4,No,3,2,17,1,3,13,1,14,6,22.1,Low
38,No,Travel_Rarely,Research & Development,12,5,Medical,3,Male,Laboratory Technician,4,Married,1000,3,No,3,3,36,1,4,36,7,6,0,18.1,Low
22,No,Travel_Rarely,Research & Development,14,5,Marketing,4,Male,Research Director,3,Married,10347,3,No,3,3,5,6,4,1,1,8,1,27.7,Low
23,No,Travel_Rarely,Sales,15,1,Life Sciences,1,Female,Sales Executive,4,Divorced,3223,3,No,3,2,16,4,4,13,13,15,6,18.6,Low
55,No,Travel_Rarely,Research & Development,16,5,Life Sciences,3,Female,Research Director,4,Single,19137,5,Yes,3,3,35,3,4,32,1,13,0,55.3,Medium
39,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Female,Sales Executive,1,Divorced,5270,3,No,4,1,35,3,3,34,5,10,9,38.4,Medium
35,No,Travel_Rarely,Sales,18,4,Life Sciences,4,Female,Sales Executive,4,Married,1788,6,No,3,2,41,4,1,38,7,6,12,40.9,Medium
31,No,Non-Travel,Human Resources,12,3,Life Sciences,3,Female,Human Resources,1,Married,1423,6,No,3,3,21,0,4,19,4,5,3,35.6,Medium
27,No,Travel_Rarely,Research & Development,16,1,Medical,1,Female,Research Director,3,Married,12380,4,Yes,3,2,2,3,1,1,1,14,1,61.4,High
30,No,Travel_Rarely,Research & Development,13,2,Technical Degree,3,Female,Laboratory Technician,1,Single,9542,4,No,3,3,43,1,2,40,0,11,5,56.1,Medium
48,No,Non-Travel,Research & Development,20,3,Marketing,4,Male,Manager,2,Divorced,18687,9,No,3,3,18,0,2,18,8,9,5,48.3,Medium
47,No,Travel_Frequently,Sales,17,4,Technical Degree,1,Male,Manager,2,Single,4947,7,Yes,4,1,40,2,4,36,9,3,10,62.7,High
20,No,Travel_Rarely,Sales,18,3,Medical,2,Female,Sales Representative,1,Married,4750,6,No,3,1,20,2,2,17,3,13,8,64.0,High
47,No,Travel_Frequently,Sales,3,1,Marketing,4,Female,Sales Executive,2,Single,3906,6,No,3,1,15,0,1,15,2,10,6,60.1,High
23,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,Healthcare Representative,3,Single,3311,5,No,3,3,4,1,1,3,3,9,3,57.1,Medium
46,No,Travel_Frequently,Research & Development,10,2,Human Resources,1,Male,Laboratory Technician,2,Single,3883,6,Yes,3,1,15,6,2,11,11,11,5,73.9,High
25,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,Research Director,1,Single,5599,6,No,3,2,31,2,4,28,10,1,13,48.8,Medium
60,No,Travel_Rarely,Sales,6,1,Life Sciences,3,Male,Manager,3,Single,2962,9,Yes,3,3,7,5,1,6,6,10,0,69.0,High
50,No,Travel_Rarely,Human Resources,3,4,Life Sciences,2,Male,Human Resources,2,Divorced,1805,1,No,3,2,16,1,1,13,5,12,13,27.5,Low
34,No,Non-Travel,Research & Development,19,4,Human Resources,3,Female,Healthcare Representative,3,Married,5409,9,No,4,1,12,4,3,11,11,10,8,45.0,Medium
28,No,Travel_Frequently,Research & Development,4,3,Human Resources,1,Female,Manager,1,Single,2922,1,No,3,3,37,3,4,34,12,14,14,42.5,Medium
30,No,Travel_Rarely,Research & Development,29,2,Technical Degree,4,Female,Healthcare Representative,2,Married,1000,9,Yes,3,2,4,6,3,4,4,8,4,57.0,Medium
28,No,Non-Travel,Research & Development,20,3,Medical,2,Female,Laboratory Technician,3,Divorced,6846,6,No,3,0,18,6,2,16,15,9,15,32.2,Medium
48,No,Non-Travel,Sales,23,3,Medical,1,Male,Sales Representative,3,Single,2527,9,No,3,2,31,0,2,31,2,10,2,60.8,High
45,No,Non-Travel,Research & Development,3,1,Human Resources,3,Female,Research Scientist,2,Single,7310,6,No,3,3,13,3,3,9,1,4,9,41.3,Medium
23,No,Travel_Rarely,Research & Development,8,4,Marketing,4,Male,Laboratory Technician,3,Divorced,7206,6,Yes,3,0,19,4,4,16,10,15,13,42.6,Medium
58,No,Travel_Rarely,Sales,8,1,Other,4,Female,Sales Representative,3,Single,5826,4,No,3,1,6,2,1,4,4,4,4,44.8,Medium
33,No,Travel_Rarely,Sales,27,2,Life Sciences,1,Male,Manager,1,Married,20000,0,No,3,1,10,6,2,8,2,10,1,67.4,High
21,Yes,Travel_Rarely,Sales,29,3,Life Sciences,3,Male,Sales Representative,1,Single,4524,1,No,3,2,36,5,4,32,17,11,13,62.2,High
52,No,Travel_Rarely,Sales,7,2,Technical Degree,4,Male,Sales Executive,1,Divorced,4140,8,Yes,3,1,39,1,4,35,19,2,16,46.6,Medium
43,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,Research Scientist,1,Divorced,7407,7,Yes,3,2,37,6,2,35,14,12,12,63.2,High
29,No,Non-Travel,Research & Development,21,4,Other,2,Female,Healthcare Representative,1,Divorced,4753,7,No,4,2,21,6,2,17,13,15,1,43.7,Medium
28,No,Travel_Rarely,Research & Development,6,5,Medical,4,Female,Research Scientist,1,Single,9860,9,No,3,2,12,1,4,8,1,2,4,56.6,Medium
54,No,Non-Travel,Sales,28,2,Other,2,Female,Manager,2,Married,2295,0,No,3,2,31,4,1,28,16,0,3,36.0,Medium
42,No,Travel_Frequently,Research & Development,16,1,Life Sciences,4,Female,Manager,1,Single,2318,5,Yes,3,3,13,0,3,13,7,11,2,69.8,High
