Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Non-Travel,Research & Development,26,4,Technical Degree,3,Male,Manager,3,Married,3315,2,No,3,0,26,2,4,24,3,4,10
33,No,Travel_Rarely,Sales,22,2,Marketing,2,Male,Sales Executive,4,Divorced,11901,2,Yes,3,2,32,5,2,31,14,15,2
35,No,Travel_Rarely,Research & Development,23,2,Other,1,Male,Laboratory Technician,2,Married,10926,0,No,4,1,20,3,2,17,15,9,6
47,No,Travel_Frequently,Sales,9,4,Life Sciences,2,Male,Sales Representative,3,Single,7915,6,No,3,0,18,5,4,17,12,5,14
27,No,Travel_Rarely,Research & Development,26,4,Other,2,Male,Healthcare Representative,3,Single,3806,0,No,3,2,39,1,4,36,8,4,9
35,No,Travel_Rarely,Research & Development,26,5,Life Sciences,4,Female,Research Scientist,1,Married,6791,6,No,4,0,29,2,4,25,10,3,11
55,No,Travel_Rarely,Research & Development,12,5,Marketing,2,Male,Research Scientist,2,Divorced,8839,3,No,3,1,10,4,1,8,8,11,8
36,No,Travel_Frequently,Research & Development,16,2,Marketing,3,Male,Research Scientist,1,Divorced,2359,8,Yes,3,3,38,2,4,34,5,3,14
53,No,Travel_Frequently,Research & Development,4,5,Life Sciences,1,Female,Laboratory Technician,1,Married,13584,6,Yes,3,0,8,3,4,7,0,3,4
30,Yes,Travel_Rarely,Sales,5,5,Life Sciences,1,Male,Sales Representative,2,Married,1730,4,Yes,3,1,21,1,1,19,5,3,12
20,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Male,Laboratory Technician,1,Single,7500,6,Yes,3,0,24,2,2,21,12,13,8
27,No,Non-Travel,Research & Development,1,4,Human Resources,4,Male,Research Scientist,2,Single,11754,8,Yes,3,3,21,6,4,18,4,14,9
55,No,Travel_Rarely,Research & Development,28,2,Life Sciences,3,Female,Laboratory Technician,2,Married,4592,9,No,3,3,31,5,3,29,14,5,7
18,No,Travel_Rarely,Sales,6,1,Medical,4,Male,Sales Executive,1,Married,4490,5,No,3,0,31,0,4,27,17,14,8
44,No,Travel_Rarely,Research & Development,15,2,Technical Degree,2,Male,Manager,4,Married,7336,0,No,4,2,36,5,4,34,19,5,5
25,No,Travel_Rarely,Research & Development,4,1,Life Sciences,2,Female,Laboratory Technician,1,Divorced,14930,5,No,3,0,14,1,1,10,10,4,10
59,No,Travel_Rarely,Research & Development,21,2,Medical,3,Female,Research Scientist,3,Married,4152,0,No,3,1,32,2,3,30,14,11,9
34,No,Travel_Rarely,Research & Development,11,1,Medical,1,Female,Laboratory Technician,1,Married,3076,3,No,3,2,42,5,2,38,4,10,14
26,No,Travel_Rarely,Research & Development,5,1,Life Sciences,3,Male,Laboratory Technician,2,Single,3811,7,No,3,1,35,2,2,35,3,13,12
23,No,Travel_Rarely,Research & Development,18,2,Marketing,4,Male,Laboratory Technician,3,Divorced,1936,4,No,3,1,31,5,3,29,1,10,10
60,No,Travel_Rarely,Sales,24,5,Life Sciences,1,Male,Manager,2,Married,8422,4,Yes,3,2,26,1,4,22,6,15,1
42,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,Manager,4,Divorced,3610,9,No,3,3,19,4,1,18,9,8,7
56,No,Non-Travel,Research & Development,18,5,Medical,1,Female,Research Director,4,Married,4337,7,No,3,1,12,5,3,11,11,7,11
45,No,Travel_Rarely,Research & Development,20,1,Medical,4,Male,Research Director,3,Married,8482,7,No,3,0,16,0,3,14,9,9,2
50,No,Travel_Rarely,Research & Development,28,2,Other,2,Female,Healthcare Representative,4,Married,3920,0,Yes,3,3,32,5,2,30,17,5,2
54,No,Travel_Rarely,Research & Development,13,2,Other,2,Male,Laboratory Technician,4,Single,7750,4,No,3,3,39,1,1,36,16,10,6
26,No,Travel_Frequently,Research & Development,5,2,Medical,4,Male,Healthcare Representative,1,Married,2636,4,No,4,2,40,5,3,36,12,8,17
35,No,Travel_Frequently,Research & Development,1,2,Life Sciences,4,Female,Healthcare Representative,1,Divorced,8736,7,No,3,0,16,0,1,14,0,4,8
38,No,Travel_Rarely,Sales,22,3,Life Sciences,3,Male,Manager,4,Single,6033,0,No,3,0,29,6,4,28,0,9,17
19,No,Travel_Rarely,Human Resources,18,4,Life Sciences,3,Female,Human Resources,4,Single,4660,6,No,3,3,26,0,2,25,14,14,0
60,No,Travel_Rarely,Research & Development,14,1,Medical,2,Female,Manager,1,Married,5316,6,No,4,1,2,1,4,1,0,15,1
55,No,Travel_Frequently,Sales,5,3,Technical Degree,4,Male,Sales Representative,4,Single,2270,8,No,3,1,23,2,1,19,5,3,3
57,No,Travel_Rarely,Research & Development,6,5,Life Sciences,3,Male,Research Director,4,Married,5243,1,No,3,0,14,5,4,14,12,13,14
53,No,Non-Travel,Research & Development,27,4,Life Sciences,4,Male,Research Director,2,Married,4514,2,No,3,3,5,4,2,3,0,5,1
60,No,Travel_Rarely,Research & Development,24,4,Medical,4,Female,Manager,4,Married,2308,3,Yes,3,3,21,0,1,21,4,3,14
54,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Male,Research Director,3,Divorced,3285,0,Yes,3,3,41,6,3,37,8,7,12
32,No,Travel_Rarely,Research & Development,29,3,Marketing,2,Female,Research Director,2,Married,4548,6,No,3,2,24,0,4,22,16,15,8
45,No,Travel_Rarely,Sales,28,5,Medical,4,Male,Sales Representative,3,Divorced,3413,9,No,3,0,28,5,2,25,15,6,6
35,No,Travel_Rarely,Research & Development,16,2,Medical,1,Female,Healthcare Representative,4,Married,1156,2,No,3,0,12,2,3,10,7,4,10
51,No,Travel_Rarely,Research & Development,22,2,Life Sciences,1,Female,Manager,1,Divorced,9375,2,No,3,1,29,5,2,27,16,9,11
39,No,Travel_Frequently,Sales,21,1,Other,4,Male,Sales Executive,2,Single,4513,2,No,4,1,3,6,1,1,1,5,1
28,Yes,Travel_Frequently,Research & Development,12,4,Life Sciences,2,Male,Laboratory Technician,1,Single,1255,7,No,3,0,9,6,1,7,0,10,7
30,Yes,Travel_Rarely,Research & Development,20,5,Technical Degree,1,Male,Research Director,2,Single,17693,8,No,3,0,30,1,4,28,11,15,0
21,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,2,Male,Laboratory Technician,1,Married,10350,9,No,3,1,14,4,2,10,4,6,8
39,No,Travel_Frequently,Research & Development,2,3,Other,1,Male,Research Scientist,2,Divorced,3986,1,No,3,0,38,5,2,36,5,15,15
24,No,Travel_Frequently,Research & Development,23,1,Marketing,4,Male,Laboratory Technician,2,Married,2964,9,No,3,1,21,0,2,17,0,1,8
60,No,Non-Travel,Research & Development,21,2,Life Sciences,3,Female,Research Scientist,3,Divorced,6259,9,No,3,0,15,0,1,13,0,8,13
41,No,Travel_Rarely,Research & Development,23,1,Technical Degree,3,Female,Healthcare Representative,1,Married,5549,0,No,3,2,11,1,4,9,9,6,1
21,No,Travel_Rarely,Research & Development,13,2,Marketing,2,Female,Research Director,3,Married,6803,8,No,3,2,38,2,2,34,9,7,9
45,No,Travel_Rarely,Sales,27,1,Life Sciences,2,Male,Sales Executive,3,Divorced,2969,5,No,3,3,10,5,2,8,2,13,8
32,No,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,Laboratory Technician,1,Married,9496,8,No,3,0,35,3,3,34,16,4,12
18,No,Travel_Rarely,Sales,17,4,Medical,4,Male,Manager,2,Divorced,3699,5,No,3,1,12,2,2,10,10,14,1
20,No,Travel_Rarely,Sales,16,4,Medical,1,Male,Sales Representative,3,Single,7394,1,No,4,0,14,0,4,11,10,2,11
31,Yes,Travel_Rarely,Research & Development,21,4,Marketing,4,Male,Research Director,1,Divorced,3046,0,No,3,0,6,6,3,2,2,1,2
55,No,Travel_Rarely,Research & Development,18,4,Marketing,4,Male,Research Scientist,2,Married,20000,7,No,3,3,40,5,3,38,1,14,14
18,No,Non-Travel,Research & Development,8,1,Medical,2,Male,Healthcare Representative,3,Married,7460,2,No,3,1,15,6,3,13,8,1,2
55,No,Travel_Frequently,Research & Development,3,2,Marketing,3,Male,Laboratory Technician,3,Single,20000,0,No,3,0,31,0,1,27,16,2,9
55,No,Travel_Frequently,Research & Development,17,4,Medical,3,Female,Healthcare Representative,3,Married,8075,7,Yes,3,1,10,4,3,10,10,0,5
38,No,Travel_Rarely,Research & Development,29,1,Life Sciences,2,Male,Healthcare Representative,2,Divorced,3509,0,Yes,3,0,39,2,2,38,3,0,13
46,Yes,Travel_Frequently,Sales,18,2,Other,3,Female,Sales Executive,3,Divorced,8083,7,Yes,3,3,25,3,1,24,16,6,8
22,Yes,Travel_Rarely,Research & Development,26,1,Life Sciences,2,Male,Healthcare Representative,2,Single,8436,0,No,4,1,22,4,1,20,16,9,17
27,Yes,Travel_Rarely,Sales,26,4,Life Sciences,1,Male,Manager,4,Single,6148,8,Yes,3,0,13,3,1,9,9,11,7
45,No,Travel_Rarely,Human Resources,23,3,Marketing,4,Male,Manager,3,Married,7174,8,No,3,2,17,4,1,14,14,10,5
38,No,Travel_Rarely,Sales,6,1,Medical,3,Female,Sales Representative,4,Single,7762,8,No,3,1,20,2,1,18,17,7,14
24,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Male,Research Director,1,Married,2707,2,No,3,3,22,0,1,21,2,5,13
20,No,Travel_Rarely,Sales,8,5,Life Sciences,1,Male,Sales Executive,3,Single,2594,3,Yes,3,2,22,3,1,20,10,15,14
37,No,Travel_Rarely,Human Resources,23,2,Medical,1,Male,Manager,1,Married,3051,4,No,3,1,35,2,3,31,17,6,5
36,No,Travel_Rarely,Research & Development,26,4,Human Resources,3,Male,Manager,1,Married,5305,5,Yes,3,1,25,3,4,22,3,0,11
52,No,Travel_Rarely,Research & Development,13,5,Medical,3,Female,Manager,1,Married,4298,8,No,3,1,12,2,2,12,12,13,9
21,No,Travel_Frequently,Sales,8,1,Medical,2,Male,Manager,4,Married,2737,3,No,3,1,7,4,2,4,4,0,4
22,No,Travel_Rarely,Research & Development,19,1,Life Sciences,2,Male,Research Scientist,2,Divorced,7825,5,No,3,0,5,2,3,3,3,8,3
18,No,Travel_Rarely,Sales,6,5,Life Sciences,3,Female,Manager,4,Single,5824,0,No,3,0,28,4,3,27,13,4,9
21,No,Travel_Rarely,Research & Development,29,5,Life Sciences,2,Male,Laboratory Technician,4,Married,5439,1,No,3,1,17,0,1,13,9,6,10
29,No,Travel_Frequently,Sales,23,2,Life Sciences,1,Female,Sales Representative,1,Single,4209,7,No,4,3,9,4,4,7,7,5,7
44,Yes,Travel_Rarely,Sales,15,1,Medical,4,Female,Sales Representative,3,Married,3916,3,No,4,0,8,1,1,8,0,3,8
59,No,Travel_Rarely,Sales,10,5,Life Sciences,2,Female,Sales Representative,2,Single,2966,9,No,3,1,38,0,3,34,15,0,1
40,No,Travel_Rarely,Research & Development,27,3,Life Sciences,4,Male,Healthcare Representative,1,Single,8606,6,No,3,1,40,6,1,36,10,3,16
42,No,Travel_Rarely,Research & Development,17,3,Marketing,2,Female,Manager,2,Single,3222,3,Yes,4,3,24,6,2,20,19,9,14
38,No,Travel_Rarely,Sales,1,5,Other,3,Male,Manager,4,Married,5572,8,No,3,3,19,6,2,17,5,9,2
41,No,Travel_Rarely,Research & Development,7,2,Other,2,Female,Healthcare Representative,2,Divorced,13322,8,No,4,3,32,5,1,32,15,15,2
42,No,Travel_Rarely,Research & Development,29,1,Medical,4,Male,Laboratory Technician,2,Married,4026,3,No,3,2,9,5,4,7,1,7,2
49,No,Travel_Rarely,Research & Development,27,3,Life Sciences,4,Male,Healthcare Representative,3,Divorced,8746,7,No,3,1,20,2,1,16,0,12,2
49,No,Non-Travel,Research & Development,13,5,Marketing,3,Female,Research Scientist,1,Married,6913,5,Yes,3,3,34,2,1,30,8,15,17
22,No,Travel_Rarely,Research & Development,3,5,Life Sciences,4,Male,Research Director,2,Single,5924,0,Yes,3,1,34,1,4,33,11,11,5
53,No,Travel_Rarely,Research & Development,19,4,Medical,3,Female,Research Scientist,2,Married,6362,6,No,3,0,8,2,4,5,5,10,5
59,No,Travel_Frequently,Sales,15,5,Marketing,3,Female,Manager,4,Single,4642,0,No,3,1,23,0,4,21,14,12,2
59,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,Sales Executive,4,Married,5018,2,Yes,4,1,13,0,2,13,13,0,0
56,No,Travel_Rarely,Research & Development,11,3,Human Resources,1,Male,Research Director,2,Married,3537,7,Yes,3,2,6,6,1,2,2,1,2
33,No,Non-Travel,Research & Development,22,4,Marketing,4,Male,Healthcare Representative,1,Married,5038,8,Yes,3,0,13,4,3,11,11,7,11
50,No,Travel_Rarely,Research & Development,18,3,Marketing,4,Female,Manager,2,Married,3459,2,Yes,3,0,38,3,4,35,13,14,8
38,No,Travel_Frequently,Sales,3,3,Life Sciences,2,Male,Sales Representative,2,Single,8985,0,No,3,2,13,2,4,11,8,1,1
26,No,Travel_Rarely,Research & Development,6,2,Other,4,Male,Healthcare Representative,3,Single,1772,0,No,3,3,4,1,1,1,1,10,1
23,No,Travel_Rarely,Research & Development,3,5,Life Sciences,2,Female,Research Scientist,1,Single,6559,6,No,3,3,3,6,3,1,1,12,1
52,No,Travel_Rarely,Sales,5,2,Other,2,Female,Manager,3,Single,6014,4,No,3,1,15,5,1,14,13,11,2
56,No,Travel_Rarely,Sales,9,5,Life Sciences,4,Female,Sales Representative,1,Divorced,5696,0,No,3,2,24,0,1,22,9,14,0
39,No,Travel_Frequently,Research & Development,28,4,Life Sciences,3,Female,Research Scientist,1,Single,9087,5,No,4,3,29,0,4,28,15,9,14
58,No,Non-Travel,Research & Development,19,2,Technical Degree,1,Male,Manager,1,Married,4139,5,No,3,0,19,0,4,16,6,8,12
22,No,Travel_Rarely,Sales,28,2,Life Sciences,4,Male,Manager,3,Married,5728,3,No,4,2,35,3,2,31,3,2,6
59,No,Travel_Rarely,Sales,27,1,Technical Degree,4,Male,Sales Executive,3,Single,1754,6,No,3,3,10,3,3,6,6,2,1
40,No,Travel_Frequently,Sales,13,2,Life Sciences,3,Female,Sales Executive,3,Divorced,3830,6,No,3,0,31,2,3,29,10,5,10
34,No,Travel_Rarely,Research & Development,29,1,Other,2,Female,Manager,4,Married,8212,8,No,3,2,27,5,4,27,15,2,15
29,No,Travel_Rarely,Sales,6,5,Marketing,3,Female,Sales Representative,3,Single,2200,0,Yes,3,1,15,1,4,13,13,8,13
40,No,Travel_Rarely,Sales,11,5,Medical,3,Female,Sales Representative,4,Divorced,5409,4,Yes,3,1,30,3,4,29,3,10,14
33,No,Travel_Rarely,Research & Development,21,5,Life Sciences,2,Male,Laboratory Technician,4,Single,3273,9,No,3,0,17,4,3,16,16,7,6
20,No,Travel_Rarely,Sales,21,1,Life Sciences,4,Male,Manager,4,Single,4598,2,No,3,3,34,3,2,31,12,3,8
47,No,Travel_Frequently,Research & Development,27,5,Technical Degree,3,Male,Healthcare Representative,2,Married,3392,6,No,3,3,7,0,3,5,5,5,3
39,No,Travel_Frequently,Sales,14,3,Life Sciences,3,Male,Manager,2,Married,2325,3,No,4,2,26,1,4,23,2,7,5
26,No,Non-Travel,Sales,6,2,Life Sciences,4,Female,Manager,2,Single,6195,3,No,3,0,5,2,4,5,5,3,5
46,No,Travel_Rarely,Sales,6,1,Medical,4,Male,Sales Executive,4,Single,4770,0,No,3,3,30,3,2,26,5,14,2
54,No,Travel_Rarely,Research & Development,17,5,Medical,1,Female,Research Scientist,4,Divorced,7098,0,Yes,4,1,21,0,1,17,10,12,0
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,3,Female,Healthcare Representative,1,Single,7916,9,No,3,0,25,6,1,23,15,4,5
30,No,Non-Travel,Research & Development,15,2,Life Sciences,1,Male,Research Scientist,4,Single,10251,1,No,3,1,39,4,3,36,18,6,4
49,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,Research Director,2,Married,5324,1,No,3,0,26,4,1,23,4,7,14
40,No,Travel_Frequently,Research & Development,21,5,Technical Degree,4,Male,Research Scientist,4,Divorced,10521,0,No,3,2,37,6,1,37,13,6,10
34,No,Travel_Rarely,Sales,17,3,Life Sciences,4,Male,Sales Representative,4,Single,2736,7,No,3,3,36,2,3,33,16,7,12
57,No,Travel_Rarely,Sales,24,1,Human Resources,1,Female,Sales Representative,1,Married,8479,5,Yes,3,3,40,2,4,39,2,15,5
38,No,Non-Travel,Research & Development,7,5,Life Sciences,3,Male,Manager,4,Married,6474,5,No,3,3,15,3,1,14,3,3,4
19,No,Travel_Rarely,Sales,7,2,Life Sciences,2,Female,Manager,3,Married,5652,9,No,3,1,11,2,4,10,10,0,1
54,No,Travel_Rarely,Sales,21,2,Medical,3,Female,Sales Executive,1,Married,6417,9,No,3,3,23,5,3,21,15,5,16
23,No,Non-Travel,Sales,1,2,Life Sciences,3,Male,Sales Executive,4,Divorced,2761,8,No,3,0,24,5,4,23,3,4,11
35,No,Travel_Frequently,Sales,25,5,Medical,1,Female,Sales Executive,4,Single,2396,4,No,3,1,1,0,4,0,0,15,0
47,No,Travel_Frequently,Sales,27,4,Technical Degree,3,Female,Sales Representative,1,Single,13710,3,No,3,2,21,0,3,17,16,10,13
39,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Female,Laboratory Technician,4,Divorced,4441,5,No,3,1,13,0,4,11,11,14,6
50,No,Travel_Rarely,Research & Development,8,4,Technical Degree,4,Male,Healthcare Representative,2,Married,4403,7,No,3,2,28,5,1,27,0,3,13
47,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,Research Director,3,Married,2536,0,Yes,3,1,39,3,1,39,11,1,6
34,No,Travel_Rarely,Research & Development,19,5,Life Sciences,4,Male,Research Director,3,Married,2020,6,No,3,3,7,3,1,6,3,0,6
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Male,Research Scientist,2,Married,4661,7,No,3,2,24,2,1,22,10,8,13
49,No,Travel_Rarely,Sales,17,3,Other,2,Female,Manager,4,Married,4003,8,No,3,3,23,3,4,20,4,11,16
59,No,Travel_Rarely,Research & Development,19,4,Life Sciences,3,Female,Laboratory Technician,4,Divorced,4919,7,No,3,1,37,0,1,33,1,15,16
31,No,Non-Travel,Research & Development,12,1,Technical Degree,1,Female,Research Director,3,Married,5178,6,No,3,2,14,1,4,10,10,1,10
27,No,Travel_Rarely,Sales,27,3,Medical,3,Male,Sales Executive,4,Single,20000,2,No,4,0,23,0,2,21,7,8,17
53,No,Travel_Frequently,Research & Development,23,3,Life Sciences,4,Male,Manager,3,Married,4011,1,No,4,0,35,5,4,34,5,5,16
51,No,Travel_Rarely,Research & Development,15,5,Medical,3,Female,Laboratory Technician,3,Married,12682,2,No,4,1,28,6,1,28,8,12,5
26,No,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,Healthcare Representative,2,Married,13163,3,No,4,2,28,1,2,27,12,5,11
59,No,Travel_Frequently,Research & Development,23,5,Marketing,3,Male,Research Director,3,Married,7724,3,No,3,0,18,2,3,17,10,1,5
45,No,Travel_Rarely,Sales,12,1,Medical,4,Male,Sales Representative,4,Single,4268,5,No,3,3,13,4,4,13,13,5,2
28,No,Travel_Rarely,Research & Development,27,2,Technical Degree,1,Male,Laboratory Technician,4,Married,2171,6,Yes,3,3,21,6,1,17,15,2,14
31,No,Travel_Rarely,Research & Development,13,2,Life Sciences,3,Female,Manager,1,Married,6547,3,Yes,3,1,28,3,1,27,1,14,2
56,No,Travel_Rarely,Sales,14,4,Other,4,Male,Sales Representative,4,Divorced,9056,9,No,3,3,26,3,1,23,9,6,14
36,No,Travel_Rarely,Research & Development,5,4,Technical Degree,2,Female,Research Scientist,1,Married,14025,5,No,3,3,10,5,3,7,7,12,0
32,No,Travel_Rarely,Research & Development,22,1,Marketing,1,Female,Manager,3,Single,2779,8,No,3,3,9,0,2,7,7,9,2
45,No,Travel_Rarely,Research & Development,16,2,Technical Degree,4,Male,Healthcare Representative,4,Married,4246,5,No,3,0,5,0,2,3,3,3,3
41,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,Research Director,2,Divorced,2789,2,No,3,2,26,1,1,26,9,15,13
25,Yes,Travel_Rarely,Research & Development,15,3,Medical,4,Male,Laboratory Technician,2,Married,3360,0,Yes,3,1,35,3,4,35,12,8,3
60,No,Travel_Rarely,Sales,13,5,Medical,1,Female,Sales Executive,2,Married,7321,9,No,4,2,6,6,1,4,4,4,4
26,No,Travel_Rarely,Sales,26,4,Life Sciences,3,Male,Manager,3,Married,3269,9,Yes,3,2,33,5,1,32,6,11,17
50,No,Travel_Rarely,Research & Development,16,1,Medical,2,Female,Laboratory Technician,3,Single,2997,4,Yes,4,2,37,6,4,33,2,9,9
50,No,Travel_Rarely,Research & Development,12,2,Life Sciences,2,Male,Laboratory Technician,1,Divorced,7928,9,No,3,0,32,2,1,29,19,2,7
36,No,Travel_Rarely,Sales,7,1,Medical,2,Female,Manager,2,Single,6441,9,Yes,3,3,7,0,3,7,7,0,7
20,No,Travel_Rarely,Sales,16,5,Life Sciences,4,Female,Sales Executive,1,Married,6063,2,No,3,1,40,6,1,38,18,0,1
27,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,Research Scientist,1,Single,3321,7,No,3,2,28,3,3,25,6,12,6
57,Yes,Travel_Rarely,Human Resources,23,1,Life Sciences,2,Female,Human Resources,4,Single,10676,9,Yes,3,3,36,4,1,36,8,3,10
59,No,Non-Travel,Research & Development,27,4,Technical Degree,3,Male,Research Director,4,Married,4957,0,No,3,0,33,5,2,33,18,14,4
18,No,Travel_Rarely,Sales,13,4,Life Sciences,3,Male,Manager,2,Married,20000,1,Yes,3,2,7,1,4,6,6,9,6
46,No,Travel_Rarely,Sales,29,2,Marketing,3,Female,Sales Representative,3,Married,5413,2,Yes,4,3,39,0,2,39,7,9,7
51,Yes,Travel_Rarely,Sales,23,2,Life Sciences,4,Female,Manager,4,Married,1211,2,Yes,3,0,31,0,1,27,17,3,9
30,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,Healthcare Representative,3,Married,1180,7,No,3,3,38,2,1,38,1,8,1
18,No,Travel_Rarely,Sales,15,3,Life Sciences,1,Male,Manager,1,Married,7146,4,No,3,1,42,0,3,38,17,7,2
51,Yes,Non-Travel,Research & Development,28,2,Life Sciences,2,Female,Research Scientist,1,Married,10724,7,No,3,3,28,5,1,27,17,3,4
46,No,Travel_Rarely,Sales,3,3,Medical,1,Female,Sales Executive,1,Married,3070,5,No,3,3,17,3,1,13,10,5,13
30,No,Travel_Rarely,Research & Development,7,1,Medical,3,Male,Laboratory Technician,1,Married,17336,1,No,3,1,40,3,1,37,0,6,9
46,No,Travel_Rarely,Research & Development,18,4,Life Sciences,3,Male,Laboratory Technician,2,Married,13330,3,No,3,1,3,3,2,3,3,9,3
56,No,Non-Travel,Research & Development,14,3,Medical,4,Female,Healthcare Representative,1,Divorced,5576,8,No,3,3,19,4,3,17,15,7,15
41,No,Travel_Frequently,Sales,18,3,Technical Degree,3,Female,Manager,4,Single,6793,3,Yes,3,1,26,4,2,24,10,3,11
43,No,Travel_Frequently,Sales,19,1,Life Sciences,1,Female,Manager,1,Divorced,8406,4,Yes,3,3,10,0,3,6,0,0,1
34,No,Travel_Rarely,Sales,14,5,Life Sciences,3,Male,Sales Representative,3,Single,15275,4,No,3,2,38,6,2,37,6,4,10
24,No,Travel_Rarely,Research & Development,20,2,Medical,2,Female,Research Scientist,4,Single,7400,9,No,3,3,31,4,1,27,15,15,0
30,No,Travel_Frequently,Research & Development,6,1,Life Sciences,4,Female,Research Director,3,Single,5501,7,No,3,0,8,6,2,4,4,13,4
22,No,Travel_Rarely,Research & Development,29,5,Human Resources,4,Male,Research Director,3,Married,7356,5,No,3,1,6,6,2,2,2,0,2
43,No,Travel_Rarely,Research & Development,8,1,Medical,1,Male,Research Scientist,2,Single,6784,9,No,3,2,33,4,3,30,13,10,17
20,No,Travel_Rarely,Research & Development,26,4,Medical,3,Female,Healthcare Representative,2,Divorced,8558,6,No,3,1,22,2,3,19,10,10,6
24,Yes,Travel_Rarely,Sales,26,1,Medical,3,Male,Sales Representative,3,Divorced,1915,5,No,4,1,22,4,2,18,15,3,4
56,No,Travel_Rarely,Research & Development,7,1,Medical,1,Female,Research Scientist,3,Married,5940,4,No,3,1,11,1,3,10,10,6,7
18,Yes,Travel_Frequently,Research & Development,20,4,Life Sciences,1,Female,Manager,1,Married,6478,4,No,3,0,39,1,3,39,16,6,14
34,No,Travel_Rarely,Research & Development,18,2,Other,2,Female,Healthcare Representative,4,Divorced,4704,2,No,3,0,4,6,3,2,2,0,2
60,No,Travel_Rarely,Research & Development,18,5,Medical,1,Female,Research Scientist,1,Divorced,7867,6,Yes,4,3,25,1,4,22,10,8,12
42,No,Travel_Rarely,Sales,15,3,Life Sciences,3,Male,Sales Executive,2,Married,15563,9,No,3,0,6,0,3,6,6,1,1
20,No,Travel_Rarely,Sales,20,2,Medical,2,Male,Sales Executive,2,Married,5339,4,No,3,1,25,3,4,22,8,4,4
32,Yes,Travel_Rarely,Research & Development,22,1,Life Sciences,4,Female,Research Director,1,Married,7443,6,No,3,2,9,2,4,6,6,5,4
46,No,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,Sales Representative,4,Married,12884,1,No,3,2,36,0,3,33,16,0,5
60,No,Travel_Frequently,Research & Development,22,4,Medical,4,Male,Research Director,3,Married,5415,8,No,3,2,22,3,2,18,11,15,15
49,No,Travel_Rarely,Sales,21,2,Medical,4,Male,Sales Executive,1,Married,2883,7,No,3,1,12,2,3,8,4,13,1
43,No,Travel_Rarely,Research & Development,21,5,Medical,4,Male,Research Scientist,2,Single,7111,4,No,3,0,20,6,1,17,10,11,4
33,No,Travel_Rarely,Sales,2,2,Life Sciences,3,Female,Manager,4,Married,1311,1,No,3,2,43,2,2,40,3,1,14
42,No,Travel_Rarely,Research & Development,8,2,Medical,4,Male,Research Director,2,Married,1237,5,Yes,3,1,26,2,4,24,3,6,0
45,No,Travel_Rarely,Research & Development,21,3,Life Sciences,3,Male,Manager,4,Divorced,6001,7,No,3,1,13,1,4,13,2,5,2
26,No,Travel_Rarely,Sales,11,4,Medical,4,Female,Manager,4,Divorced,1203,6,No,3,2,24,1,2,24,16,5,14
18,No,Travel_Rarely,Research & Development,18,4,Medical,1,Female,Laboratory Technician,4,Married,2232,7,Yes,3,2,19,1,2,18,6,5,2
46,No,Non-Travel,Research & Development,23,2,Medical,1,Female,Healthcare Representative,1,Married,3912,3,No,4,3,39,2,3,38,3,13,7
39,No,Travel_Rarely,Research & Development,13,4,Other,3,Female,Research Scientist,1,Single,3188,2,Yes,3,3,15,5,4,14,12,13,14
33,No,Travel_Rarely,Research & Development,9,3,Technical Degree,4,Female,Healthcare Representative,1,Married,4497,6,Yes,3,1,19,2,1,15,11,6,0
58,No,Non-Travel,Research & Development,9,3,Human Resources,4,Female,Healthcare Representative,4,Single,9582,1,No,3,3,30,1,3,26,0,9,5
58,No,Travel_Frequently,Sales,17,5,Human Resources,4,Male,Manager,4,Single,5670,4,Yes,4,3,41,2,2,39,18,11,16
24,No,Travel_Rarely,Sales,7,4,Marketing,1,Female,Manager,2,Married,2970,6,Yes,3,2,13,1,4,9,9,13,9
31,No,Travel_Rarely,Sales,9,5,Human Resources,4,Male,Manager,3,Single,11077,0,Yes,3,3,4,1,2,3,3,13,3
46,No,Travel_Rarely,Research & Development,22,1,Technical Degree,4,Female,Laboratory Technician,1,Single,2085,3,No,4,1,21,1,2,18,10,11,0
